,GarageArea,AboveMedianPrice,LotArea,OverallQual,OverallCond,TotalBsmtSF,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces
981,676,1,12203,8,5,1225,2,1,4,8,1
982,388,0,3182,7,5,1266,2,0,2,6,1
983,779,1,11250,8,5,1128,2,1,4,9,1
984,539,0,10125,5,5,0,2,0,4,8,0
985,240,0,10880,5,5,1164,1,0,3,5,0
986,255,0,5310,6,8,485,1,0,2,5,0
987,606,1,10159,9,5,1930,2,1,3,8,1
988,551,1,12046,6,6,848,2,1,4,8,1
989,614,1,8125,7,5,770,2,1,3,6,0
990,870,1,9452,8,5,1396,2,1,3,7,1
991,424,1,17671,8,9,916,1,1,4,8,1
992,440,1,9760,6,8,822,2,1,3,7,1
993,564,1,8846,6,5,750,2,1,3,6,0
994,786,1,12456,10,5,1700,2,0,3,7,1
995,305,0,4712,4,7,747,1,1,3,5,0
996,368,0,10659,5,6,1050,1,0,3,6,0
997,615,1,11717,6,6,1442,2,0,2,6,1
998,210,0,9786,3,4,1007,1,0,3,6,1
999,632,1,6762,7,5,1187,2,0,2,6,0
1000,528,0,10206,3,3,0,1,0,2,4,0
1001,216,0,5400,5,6,691,1,0,2,4,0
1002,824,1,11957,8,5,1574,2,0,3,7,1
1003,528,0,11500,5,6,1680,2,0,4,8,0
1004,457,1,3182,7,5,1346,2,0,1,7,1
1005,328,0,8385,5,8,985,2,0,3,6,0
1006,484,1,12155,6,3,1657,2,0,3,7,1
1007,286,0,2217,4,4,546,1,1,3,6,0
1008,550,1,12118,7,5,1710,2,0,3,7,1
1009,0,0,6000,5,5,1008,2,0,4,7,0
1010,312,0,21286,5,5,720,2,0,4,7,1
1011,0,0,9825,5,5,0,2,0,4,8,0
1012,180,1,10592,6,7,602,1,1,3,7,2
1013,280,0,7200,5,4,1022,1,0,2,4,0
1014,240,0,11664,6,5,1082,1,0,2,5,1
1015,528,1,8400,8,6,810,2,1,3,6,0
1016,478,1,11883,7,5,1504,2,0,3,6,1
1017,565,1,5814,8,5,1220,1,0,1,4,1
1018,402,0,10784,7,5,384,2,1,3,7,1
1019,440,1,3013,7,5,1362,2,0,2,6,1
1020,451,1,7024,4,5,1132,1,1,2,5,0
1021,632,1,7406,7,5,1199,2,0,2,6,0
1022,160,0,9439,5,5,912,1,0,2,6,0
1023,437,1,3182,7,5,1346,2,0,2,7,1
1024,665,1,15498,8,6,1565,2,0,2,10,1
1025,461,0,7700,5,5,882,1,0,3,5,0
1026,461,1,9300,5,5,1268,1,0,3,6,2
1027,800,1,9520,8,5,1638,2,0,3,7,1
1028,240,0,9492,5,5,768,1,0,3,6,1
1029,264,0,1680,6,7,672,1,1,3,7,0
1030,0,0,7082,5,8,686,2,0,5,10,0
1031,672,1,15863,7,3,824,2,1,5,12,2
1032,796,1,14541,8,7,1338,2,1,5,10,1
1033,900,1,8125,7,5,1654,2,0,3,6,0
1034,240,0,6305,5,7,920,1,0,2,5,1
1035,290,0,11500,4,3,0,1,0,3,5,0
1036,912,1,12898,9,5,1620,2,0,2,6,1
1037,905,1,9240,8,5,1055,2,1,3,7,1
1038,0,0,1533,4,6,546,1,1,3,6,1
1039,286,0,1477,4,4,630,1,0,1,3,0
1040,484,0,13125,5,4,1134,2,0,3,8,1
1041,484,1,9130,6,8,800,1,1,4,7,0
1042,624,1,5381,6,5,1306,2,0,1,5,1
1043,514,1,11839,7,5,1475,2,1,4,10,1
1044,542,1,9600,8,5,2524,2,1,4,9,1
1045,452,0,13680,3,5,0,2,0,4,8,1
1046,716,1,16056,9,5,1992,3,1,4,11,1
1047,672,0,9245,5,5,990,1,0,3,5,0
1048,336,0,21750,5,4,0,1,0,3,9,1
1049,308,0,11100,4,7,0,1,0,2,6,0
1050,436,1,8993,7,5,1302,2,0,3,6,0
1051,440,1,11175,7,5,1316,2,0,3,6,1
1052,540,1,9500,6,6,816,1,1,4,9,1
1053,364,0,8562,5,6,1216,1,0,4,7,1
1054,586,1,11367,8,5,1065,2,1,3,7,1
1055,478,1,11361,6,5,1193,2,0,3,7,1
1056,484,1,7052,7,5,1364,2,0,2,6,1
1057,467,1,29959,7,6,973,2,1,3,7,1
1058,836,1,11308,9,5,1104,2,1,3,10,1
1059,432,1,11275,6,7,854,1,1,3,7,1
1060,582,1,4920,8,5,1338,2,0,2,6,0
1061,1248,0,18000,3,4,894,1,0,2,6,0
1062,560,0,13600,5,5,662,2,0,5,10,0
1063,440,0,6000,6,6,1103,1,0,2,5,1
1064,480,0,11000,5,6,1154,1,1,3,6,1
1065,533,1,14000,7,5,1306,2,1,3,7,0
1066,380,1,7837,6,7,799,2,1,3,7,1
1067,442,1,9760,6,6,780,1,1,4,7,0
1068,576,0,3964,6,4,942,2,1,5,10,1
1069,576,0,9600,5,7,845,1,0,2,4,0
1070,286,0,10152,5,5,1048,1,0,3,6,0
1071,441,0,11700,6,6,727,1,1,4,8,0
1072,280,0,7585,5,3,810,1,0,4,7,1
1073,440,0,7950,6,6,690,1,1,3,6,0
1074,826,1,8556,7,5,1240,2,0,2,5,0
1075,240,1,13125,7,6,800,1,1,3,6,2
1076,566,1,10800,5,8,796,2,0,3,7,1
1077,299,0,15870,5,5,1096,1,0,3,6,0
1078,420,0,4435,6,5,848,1,0,1,3,1
1079,299,0,8775,5,5,990,1,0,3,5,0
1080,528,0,11040,6,7,1258,2,0,3,5,0
1081,308,0,7500,5,5,1040,1,1,3,5,0
1082,527,1,8749,7,5,1459,2,0,3,6,1
1083,461,0,8800,6,6,1251,1,0,3,6,2
1084,409,1,13031,6,5,691,2,1,3,6,1
1085,564,0,9069,6,6,936,1,0,2,5,0
1086,286,0,1974,4,5,546,1,1,3,6,0
1087,1043,1,10574,8,5,1082,2,1,3,9,1
1088,380,0,2522,7,5,970,2,0,3,7,0
1089,550,1,3316,8,5,1247,1,1,1,4,1
1090,400,0,8544,3,4,0,2,0,2,6,0
1091,462,0,2160,7,5,600,2,1,2,4,0
1092,576,0,8400,6,5,1181,2,0,4,7,1
1093,884,0,9230,5,8,864,1,1,1,6,0
1094,308,0,5868,5,7,936,1,0,2,4,0
1095,440,1,9317,6,5,1314,2,0,3,6,1
1096,0,0,6882,6,7,684,1,1,3,7,0
1097,461,1,3696,8,5,1074,1,1,2,5,0
1098,240,0,6000,4,6,672,1,0,3,6,0
1099,478,0,11880,7,5,1271,2,0,3,7,1
1100,246,0,8400,2,5,290,1,0,1,3,0
1101,280,0,9758,5,5,950,1,0,3,5,0
1102,254,0,7000,5,7,1010,1,0,2,6,0
1103,539,0,8910,6,6,655,1,0,3,6,1
1104,440,0,2016,5,5,630,2,1,3,6,0
1105,712,1,12256,8,5,1463,2,1,3,9,2
1106,719,1,10357,7,5,910,2,0,3,6,1
1107,422,1,23257,7,5,868,2,1,3,9,1
1108,463,1,8063,6,5,924,2,1,3,7,1
1109,862,1,11362,8,5,1836,2,0,3,7,1
1110,431,1,8000,6,5,773,2,1,3,8,1
1111,483,1,10480,7,6,803,2,1,4,8,1
1112,308,0,7100,5,7,816,1,0,2,5,0
1113,240,0,8923,5,7,1008,1,0,2,6,0
1114,326,0,5400,5,7,833,1,0,2,4,0
1115,928,1,12085,8,5,1734,2,0,3,7,1
1116,527,1,7750,8,5,408,2,1,3,7,1
1117,450,0,9764,5,7,894,1,0,3,5,0
1118,300,0,13825,5,6,533,1,0,3,6,0
1119,286,0,7560,5,5,1040,1,0,3,6,0
1120,308,0,8263,6,5,1012,1,0,2,6,1
1121,782,1,10084,7,5,1552,2,0,3,7,0
1122,288,0,8926,4,3,672,1,0,3,5,0
1123,0,0,9405,5,9,698,1,0,2,4,0
1124,392,1,9125,7,5,384,2,1,3,7,1
1125,672,0,10434,4,5,1005,1,0,2,5,1
1126,660,1,3684,7,5,1373,2,0,2,7,1
1127,630,1,14572,7,5,1530,2,0,3,7,1
1128,434,1,11796,7,5,847,2,1,4,8,1
1129,672,0,7200,5,5,936,1,0,2,4,0
1130,576,0,7804,4,3,1122,2,0,4,7,2
1131,0,0,10712,5,5,974,1,0,3,5,0
1132,205,0,9900,6,4,1008,2,0,5,8,0
1133,466,1,9828,8,5,1128,2,1,3,8,1
1134,460,1,8773,6,5,916,2,1,3,7,1
1135,180,0,6180,6,5,960,1,0,2,5,1
1136,288,0,9600,6,5,1032,1,0,3,6,0
1137,0,0,6342,5,8,780,1,0,2,6,0
1138,714,1,9819,6,5,1567,2,0,2,5,2
1139,495,0,8731,5,5,915,1,0,3,6,1
1140,840,0,7350,5,7,952,1,0,2,4,0
1141,484,1,10304,5,7,780,2,1,4,9,1
1142,1052,1,9965,8,5,1466,3,0,4,11,1
1143,0,0,9000,5,3,1006,1,0,3,5,0
1144,280,0,12180,4,4,672,1,0,2,5,0
1145,225,0,6240,5,6,1042,1,0,3,8,1
1146,403,1,11200,6,5,1298,2,0,3,5,1
1147,234,1,12000,7,7,704,1,1,3,7,1
1148,288,0,5700,7,7,572,1,0,2,5,1
1149,324,0,9000,7,9,650,1,0,3,7,0
1150,306,0,8280,6,5,932,1,0,2,4,1
1151,528,0,17755,5,4,1466,1,1,3,6,2
1152,470,1,14115,6,7,1073,1,0,2,6,1
1153,432,0,5890,6,8,816,1,0,2,5,0
1154,492,1,13700,7,6,864,1,2,4,8,2
1155,528,1,10768,5,8,1437,2,0,3,6,1
1156,502,1,9350,5,8,1219,2,0,3,6,1
1157,626,1,5001,7,5,1314,2,0,2,6,1
1158,830,1,11932,8,5,1580,2,0,3,7,0
1159,540,1,9120,6,6,901,2,1,4,8,1
1160,440,0,2280,6,5,855,2,1,3,7,1
1161,924,1,14778,6,7,1296,1,0,3,7,1
1162,450,0,8724,5,5,894,1,0,3,5,1
1163,400,0,12900,4,4,1198,0,2,0,6,0
1164,588,1,16157,5,7,1360,1,1,2,5,1
1165,644,1,9541,7,5,1502,2,0,3,7,0
1166,776,1,10475,8,5,1694,2,0,3,7,0
1167,472,1,10852,6,5,959,2,1,3,7,1
1168,540,1,13728,6,7,1127,2,0,4,7,2
1169,807,1,35760,10,5,1930,3,1,4,10,1
1170,358,1,9880,6,6,1096,1,0,3,6,1
1171,433,0,9120,6,6,1261,1,0,3,6,1
1172,625,1,4017,7,5,625,2,1,2,5,0
1173,0,1,18030,5,6,1598,3,0,3,12,1
1174,360,1,16560,6,8,952,2,1,4,9,1
1175,541,1,10678,8,5,1683,2,1,4,9,1
1176,264,0,6951,5,5,876,1,0,3,5,0
1177,210,0,3950,6,8,818,1,0,3,5,0
1178,186,0,7681,5,6,731,1,1,3,7,1
1179,0,0,8335,5,5,0,1,0,3,5,1
1180,693,1,11170,7,5,1216,2,1,4,8,0
1181,482,1,5587,8,5,1600,2,0,2,5,1
1182,813,1,15623,10,5,2396,3,1,4,10,2
1183,720,0,10800,5,6,1120,1,0,2,5,1
1184,995,1,35133,5,4,1572,1,1,3,5,2
1185,392,0,9738,5,7,784,1,0,4,7,0
1186,420,0,10615,3,5,978,2,0,3,7,0
1187,757,1,12461,8,5,1624,2,0,2,5,1
1188,493,1,8935,7,5,831,2,1,3,7,0
1189,442,1,7500,7,5,994,2,1,3,7,1
1190,1356,1,32463,4,4,1249,1,0,3,7,1
1191,492,1,2645,8,5,776,2,1,2,5,0
1192,250,0,9600,5,8,702,1,0,3,6,0
1193,402,1,4500,6,5,1224,2,0,2,5,0
1194,299,0,9364,6,7,663,1,1,4,7,0
1195,400,1,8029,6,5,728,2,1,3,8,0
1196,660,1,14054,7,5,879,2,1,4,9,1
1197,225,0,8850,7,6,815,1,0,3,7,1
1198,573,1,9100,7,5,1212,2,0,3,6,0
1199,459,0,11235,4,5,1051,1,1,3,6,1
1200,280,0,9353,4,5,864,1,0,3,5,0
1201,546,1,10400,7,5,866,2,1,3,6,0
1202,216,0,6000,5,8,884,1,0,3,5,1
1203,451,1,9750,7,5,1630,2,0,3,6,1
1204,495,0,10140,5,6,1056,1,1,3,6,0
1205,701,1,14684,7,7,2158,2,0,3,7,1
1206,384,0,8900,4,4,1056,1,0,2,5,0
1207,544,1,9135,6,5,1682,2,0,3,7,0
1208,506,0,7763,5,7,931,1,0,3,6,0
1209,500,1,10182,8,5,1660,2,0,3,8,1
1210,462,1,11218,6,5,1055,2,1,3,8,1
1211,492,1,12134,8,7,559,2,0,4,8,0
1212,234,0,9340,4,6,672,1,0,2,4,0
1213,364,0,10246,4,9,648,0,0,0,3,0
1214,300,0,10205,5,5,925,1,0,3,6,0
1215,384,0,7094,5,5,894,1,0,3,5,0
1216,539,0,8930,6,5,0,2,0,4,8,0
1217,552,1,8640,8,5,1300,2,0,3,6,0
1218,0,0,6240,4,5,0,1,0,2,3,0
1219,0,0,1680,6,5,672,1,1,3,7,0
1220,288,0,7800,5,5,912,1,0,2,5,0
1221,322,0,8250,5,5,952,1,0,3,5,1
1222,315,0,10496,6,6,1040,2,0,3,7,1
1223,528,0,10680,5,3,2136,2,0,4,7,0
1224,388,1,15384,7,5,788,2,1,3,8,1
1225,264,0,10482,6,8,588,1,0,3,6,0
1226,668,1,14598,6,5,894,2,1,4,9,1
1227,576,0,8872,5,8,912,1,0,2,5,0
1228,1052,1,8769,9,5,1702,1,1,1,7,1
1229,404,0,7910,5,5,1075,2,0,4,7,0
1230,600,1,18890,5,5,1361,2,2,4,12,1
1231,540,0,7728,5,6,1106,1,0,3,6,0
1232,462,0,9842,4,5,0,2,0,2,6,0
1233,531,0,12160,5,5,1188,1,0,3,6,0
1234,0,0,8525,5,6,940,1,1,4,7,0
1235,180,0,13132,5,5,747,1,1,4,9,0
1236,474,1,2628,7,5,764,2,1,2,6,0
1237,434,1,12393,7,5,847,2,1,4,8,1
1238,484,0,13072,6,5,1141,1,1,3,6,0
1239,472,1,9037,8,5,1476,2,0,2,6,1
1240,543,1,8158,7,5,884,2,1,3,8,0
1241,954,1,9849,7,6,1689,2,0,3,7,0
1242,528,1,10625,7,6,1053,2,0,3,6,2
1243,850,1,13891,10,5,2076,2,1,2,7,1
1244,400,1,11435,8,7,792,1,0,3,7,2
1245,477,1,12090,6,7,585,3,1,3,7,1
1246,615,1,8125,7,5,756,2,1,3,6,0
1247,888,1,12328,6,5,1012,1,0,3,6,0
1248,396,0,9600,6,5,735,1,1,3,8,1
1249,276,0,7200,5,7,876,1,0,3,6,0
1250,522,1,11160,7,5,2110,2,1,3,8,2
1251,478,1,3136,7,5,1405,2,0,2,6,1
1252,288,0,9858,5,6,864,1,0,3,5,0
1253,518,1,17542,7,7,1192,2,1,3,9,2
1254,397,1,6931,7,5,746,2,1,3,7,1
1255,560,0,6240,6,6,884,1,0,3,6,1
1256,691,1,14303,8,5,1986,2,0,2,7,1
1257,0,0,4060,5,8,864,1,0,2,4,0
1258,400,1,9587,7,5,856,2,0,2,5,0
1259,460,0,9750,6,8,1054,1,1,3,6,0
1260,502,1,24682,6,5,841,2,1,3,7,1
1261,338,0,9600,5,6,1050,1,0,2,5,0
1262,304,0,11250,4,5,1104,1,0,5,8,2
1263,520,1,13515,6,6,764,1,0,3,8,1
1264,511,1,4060,6,5,1405,2,0,2,5,0
1265,506,1,3735,7,5,691,2,1,3,6,0
1266,308,0,10120,7,4,925,1,1,4,9,1
1267,746,1,13214,9,5,2002,2,0,3,10,1
1268,1014,1,14100,8,9,728,3,1,4,11,2
1269,315,0,11344,5,5,874,1,1,3,7,0
1270,586,1,23595,7,6,1332,0,1,0,4,1
1271,462,1,9156,6,7,1489,2,0,3,7,1
1272,288,0,13526,5,6,935,1,0,3,5,0
1273,312,1,11512,6,7,1019,1,0,2,5,1
1274,552,0,5362,5,6,661,2,0,3,8,1
1275,400,0,11345,5,5,928,2,0,4,10,0
1276,497,0,12936,6,6,723,1,1,3,6,1
1277,480,1,17871,6,5,1680,1,1,3,7,1
1278,577,1,9473,8,5,1128,2,1,3,7,1
1279,528,0,7500,4,4,698,1,0,2,6,0
1280,544,1,9808,7,5,1573,2,0,3,6,0
1281,484,1,8049,7,5,1309,2,0,2,6,1
1282,484,0,8800,5,7,1040,2,0,3,5,0
1283,0,0,9400,6,5,912,2,2,4,8,0
1284,336,1,9638,6,7,804,2,0,4,10,1
1285,280,0,6000,6,6,780,1,0,4,6,1
1286,528,0,9790,6,5,1328,1,1,3,6,2
1287,390,1,36500,5,5,1624,2,0,4,7,0
1288,499,1,5664,8,5,1501,2,0,2,5,1
1289,753,1,11065,8,5,1085,2,1,3,8,1
1290,484,1,14112,5,7,1152,1,0,3,6,1
1291,264,0,1680,5,7,630,2,1,3,6,0
1292,432,0,6600,5,4,994,2,0,4,11,0
1293,528,0,10140,7,5,832,2,1,4,8,1
1294,572,0,8172,5,7,864,1,0,2,5,0
1295,288,0,8400,5,5,1052,1,1,3,5,0
1296,525,0,8700,5,6,1120,2,0,3,6,0
1297,525,0,3675,6,5,547,2,0,2,5,0
1298,1418,0,63887,10,5,6110,2,1,3,12,3
1299,305,0,7500,5,7,1246,1,1,3,6,0
1300,490,1,10762,7,5,978,2,1,3,9,1
1301,213,1,7500,6,7,771,1,0,3,7,2
1302,844,1,10120,8,5,1165,2,1,4,8,1
1303,834,1,8688,7,5,1616,2,0,3,7,0
1304,380,0,3363,7,5,976,2,0,3,7,0
1305,840,1,13173,9,5,1652,2,0,2,6,2
1306,474,1,6955,7,5,1368,2,0,2,6,1
1307,480,0,8072,5,5,990,1,0,3,5,0
1308,528,0,12000,5,7,924,1,0,2,6,0
1309,496,1,7153,6,5,1278,2,0,3,6,0
1310,567,1,17500,7,8,1902,2,0,3,7,2
1311,508,1,8814,7,5,1274,2,0,3,6,0
1312,750,1,9572,8,5,1453,2,1,4,9,1
1313,779,1,14774,9,5,1393,2,1,4,10,1
1314,280,0,8190,4,6,948,1,0,3,5,1
1315,576,1,11075,6,5,952,2,1,4,9,2
1316,860,1,10226,8,5,1622,2,0,3,8,1
1317,466,1,4230,7,5,1352,2,0,2,5,1
1318,748,1,14781,8,5,1753,2,0,3,7,1
1319,248,0,10215,4,5,864,1,0,3,5,0
1320,442,0,8400,6,3,1478,1,1,3,6,2
1321,287,0,6627,3,6,0,1,0,2,4,0
1322,564,1,10186,7,5,750,2,1,3,8,1
1323,0,0,5330,4,7,420,1,0,2,5,0
1324,895,0,9986,8,5,1795,2,0,2,7,1
1325,0,0,3636,4,4,796,1,0,2,5,0
1326,0,0,4270,3,6,544,1,0,3,6,0
1327,264,0,6600,5,9,816,1,0,3,5,1
1328,520,1,10440,6,7,1510,2,0,5,8,2
1329,462,1,9084,7,5,935,2,1,3,8,1
1330,825,1,10000,8,5,1588,2,0,3,7,1
1331,576,0,10780,5,5,911,1,0,3,6,0
1332,288,0,8877,4,6,816,1,0,2,3,1
1333,297,0,7200,5,6,803,1,1,2,6,0
1334,440,0,2368,5,6,765,1,1,3,7,0
1335,630,1,9650,6,5,1350,2,0,2,6,1
1336,506,0,9246,5,5,1656,2,0,4,8,0
1337,0,0,4118,4,4,693,1,0,2,4,0
1338,492,1,13450,7,5,916,2,1,3,8,0
1339,288,0,9560,5,7,864,1,0,3,5,0
1340,480,0,8294,4,5,858,1,0,3,5,0
1341,576,0,13695,6,5,1114,1,0,3,6,0
1342,647,1,9375,8,5,1284,2,1,3,7,1
1343,342,1,7558,6,6,896,1,1,3,9,1
1344,440,0,11103,7,5,728,2,1,3,8,1
1345,308,0,6000,4,4,960,1,0,2,5,0
1346,508,1,20781,7,7,1568,2,0,3,9,1
1347,712,1,15306,8,5,1732,2,0,3,7,1
1348,514,1,16196,7,5,1482,2,0,3,5,1
1349,0,0,5250,8,5,684,2,0,4,8,0
1350,968,1,11643,5,5,1248,2,2,6,12,0
1351,490,1,9247,6,6,858,1,1,4,8,1
1352,624,0,6000,6,9,698,1,0,2,4,0
1353,666,1,14720,8,5,2033,2,1,4,9,1
1354,839,1,10316,7,5,992,2,1,3,7,1
1355,487,1,10192,7,6,570,3,0,4,8,1
1356,264,0,9477,5,5,864,1,0,3,5,0
1357,500,0,12537,5,6,1078,1,1,3,6,1
1358,440,1,2117,6,5,756,2,1,3,5,0
1359,770,1,16737,9,5,1980,2,0,3,8,1
1360,621,1,9842,5,6,612,3,1,4,8,0
1361,430,1,16158,7,5,1530,2,0,3,7,1
1362,368,0,12513,4,4,715,2,0,4,7,1
1363,432,0,8499,6,5,616,2,1,3,6,1
1364,480,0,3180,7,5,600,2,1,2,4,0
1365,663,1,7500,7,5,814,2,1,3,7,0
1366,588,1,9179,7,5,873,2,1,3,7,0
1367,336,0,2665,5,6,757,2,0,4,6,1
1368,420,0,4435,6,5,848,1,0,1,4,0
1369,502,1,10635,8,5,1657,2,0,3,8,1
1370,338,0,5400,4,6,840,1,0,2,6,0
1371,377,1,9600,6,6,992,1,0,3,8,1
1372,583,1,9750,7,6,1108,2,1,3,8,1
1373,804,1,11400,10,5,2633,2,1,2,8,2
1374,936,1,10625,7,5,1026,2,1,3,9,1
1375,722,1,10991,8,5,1571,2,0,3,7,1
1376,160,0,6292,6,5,768,1,0,2,4,0
1377,660,0,10998,5,5,984,2,0,3,6,0
1378,264,0,1953,6,5,483,1,1,2,5,0
1379,400,1,9735,5,5,384,2,1,3,7,0
1380,200,0,8212,3,3,864,1,0,2,5,0
1381,550,1,12925,6,7,1205,2,1,4,7,2
1382,576,0,7200,7,7,596,1,1,4,8,0
1383,576,0,25339,5,7,816,2,0,3,7,0
1384,280,0,9060,6,5,560,1,0,2,6,0
1385,240,0,5436,4,8,796,1,0,3,7,0
1386,564,1,16692,7,5,1392,3,1,5,12,2
1387,216,0,8520,6,7,714,2,0,5,10,1
1388,758,1,14892,9,5,1746,2,0,3,7,2
1389,440,0,6000,6,6,735,1,0,3,6,1
1390,541,1,9100,7,5,1525,2,0,3,6,0
1391,792,0,8944,5,5,1584,2,0,4,8,0
1392,288,0,7838,5,5,864,1,0,3,6,1
1393,672,0,10800,6,7,482,2,0,3,7,1
1394,648,1,4045,7,5,1356,2,0,2,6,1
1395,642,1,12665,8,5,1094,2,1,4,9,1
1396,572,0,57200,5,5,747,1,0,3,7,2
1397,180,0,6120,5,8,939,1,1,4,8,0
1398,240,0,7200,5,4,1208,1,1,3,7,0
1399,216,0,6171,6,6,976,2,1,3,7,1
1400,208,0,6000,6,7,862,1,0,3,5,1
1401,398,1,7415,6,5,839,2,1,3,8,1
1402,662,1,6762,7,5,1286,2,0,2,6,1
1403,754,1,15256,8,5,1485,2,0,3,6,0
1404,936,0,10410,3,4,672,1,0,3,6,0
1405,482,1,3842,8,5,1594,2,0,2,5,1
1406,396,0,8445,5,7,768,1,0,2,5,0
1407,0,0,8780,5,5,833,1,0,3,5,0
1408,528,0,7740,4,7,622,1,0,3,6,0
1409,542,1,20544,7,6,791,2,1,3,7,1
1410,622,1,12420,7,5,944,2,1,3,6,0
1411,271,0,9600,6,8,856,1,1,3,6,0
1412,420,0,7200,4,5,0,2,0,2,6,0
1413,620,1,10994,8,5,1844,2,0,2,7,1
1414,370,1,13053,6,7,833,1,1,4,8,1
1415,660,1,3635,7,5,1386,2,0,1,7,1
1416,560,0,11340,4,6,777,2,0,4,11,0
1417,1069,1,16545,8,5,1284,2,1,3,7,1
1418,336,0,9204,5,5,1144,1,1,3,6,0
1419,540,1,16381,6,5,1844,2,0,3,7,1
1420,776,1,11700,6,6,708,2,1,3,7,1
1421,440,0,4043,6,5,1069,2,0,2,4,1
1422,420,0,4435,6,5,848,1,0,1,3,0
1423,432,1,19690,6,7,697,2,0,4,8,1
1424,484,0,9503,5,5,1024,1,0,2,6,1
1425,528,0,10721,6,6,1252,1,0,3,7,0
1426,525,1,10944,7,5,1223,2,1,3,5,2
1427,288,0,10930,5,6,913,1,1,3,6,1
1428,240,0,7200,5,7,788,1,0,2,4,2
1429,467,1,12546,6,7,1440,2,0,3,7,1
1430,372,1,21930,5,5,732,2,1,4,7,1
1431,440,0,4928,6,6,958,2,0,2,5,0
1432,216,0,10800,4,6,656,2,0,4,5,0
1433,451,1,10261,6,5,936,2,1,3,8,1
1434,484,0,17400,5,5,1126,2,0,3,5,1
1435,462,1,8400,6,9,1319,1,1,3,7,1
1436,528,0,9000,4,6,864,1,0,3,5,0
1437,774,1,12444,8,5,1932,2,0,2,7,1
1438,923,0,7407,6,7,912,1,0,2,6,0
1439,550,1,11584,7,6,539,2,1,3,6,1
1440,672,1,11526,6,7,588,2,0,3,11,1
1441,420,0,4426,6,5,848,1,0,1,3,1
1442,812,1,11003,10,5,1017,2,1,3,10,1
1443,192,0,8854,6,6,952,1,0,2,4,1
1444,626,1,8500,7,5,1422,2,0,3,7,0
1445,240,0,8400,6,5,814,1,0,3,6,0
1446,312,0,26142,5,7,1188,1,0,3,6,0
1447,556,1,10000,8,5,1220,2,1,3,8,1
1448,384,0,11767,4,7,560,1,1,2,6,0
1449,0,0,1533,5,7,630,1,0,1,3,0
1450,0,0,9000,5,5,896,2,2,4,8,0
1451,840,1,9262,8,5,1573,2,0,3,7,1
1452,525,0,3675,5,5,547,1,0,2,5,0
1453,0,0,17217,5,5,1140,1,0,3,6,0
1454,400,1,7500,7,5,1221,2,0,2,6,0
1455,460,1,7917,6,5,953,2,1,3,7,1
1456,500,1,13175,6,6,1542,2,0,3,7,2
1457,252,1,9042,7,9,1152,2,0,4,9,2
1458,240,0,9717,5,6,1078,1,0,2,5,0
1459,276,0,9937,5,6,1256,1,1,3,6,0
