,AboveMedianPrice,LotArea,OverallQual,OverallCond,TotalBsmtSF,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageArea
981,1,12203,8,5,1225,2,1,4,8,1,676
982,0,3182,7,5,1266,2,0,2,6,1,388
983,1,11250,8,5,1128,2,1,4,9,1,779
984,0,10125,5,5,0,2,0,4,8,0,539
985,0,10880,5,5,1164,1,0,3,5,0,240
986,0,5310,6,8,485,1,0,2,5,0,255
987,1,10159,9,5,1930,2,1,3,8,1,606
988,1,12046,6,6,848,2,1,4,8,1,551
989,1,8125,7,5,770,2,1,3,6,0,614
990,1,9452,8,5,1396,2,1,3,7,1,870
991,1,17671,8,9,916,1,1,4,8,1,424
992,1,9760,6,8,822,2,1,3,7,1,440
993,1,8846,6,5,750,2,1,3,6,0,564
994,1,12456,10,5,1700,2,0,3,7,1,786
995,0,4712,4,7,747,1,1,3,5,0,305
996,0,10659,5,6,1050,1,0,3,6,0,368
997,1,11717,6,6,1442,2,0,2,6,1,615
998,0,9786,3,4,1007,1,0,3,6,1,210
999,1,6762,7,5,1187,2,0,2,6,0,632
1000,0,10206,3,3,0,1,0,2,4,0,528
1001,0,5400,5,6,691,1,0,2,4,0,216
1002,1,11957,8,5,1574,2,0,3,7,1,824
1003,0,11500,5,6,1680,2,0,4,8,0,528
1004,1,3182,7,5,1346,2,0,1,7,1,457
1005,0,8385,5,8,985,2,0,3,6,0,328
1006,1,12155,6,3,1657,2,0,3,7,1,484
1007,0,2217,4,4,546,1,1,3,6,0,286
1008,1,12118,7,5,1710,2,0,3,7,1,550
1009,0,6000,5,5,1008,2,0,4,7,0,0
1010,0,21286,5,5,720,2,0,4,7,1,312
1011,0,9825,5,5,0,2,0,4,8,0,0
1012,1,10592,6,7,602,1,1,3,7,2,180
1013,0,7200,5,4,1022,1,0,2,4,0,280
1014,0,11664,6,5,1082,1,0,2,5,1,240
1015,1,8400,8,6,810,2,1,3,6,0,528
1016,1,11883,7,5,1504,2,0,3,6,1,478
1017,1,5814,8,5,1220,1,0,1,4,1,565
1018,0,10784,7,5,384,2,1,3,7,1,402
1019,1,3013,7,5,1362,2,0,2,6,1,440
1020,1,7024,4,5,1132,1,1,2,5,0,451
1021,1,7406,7,5,1199,2,0,2,6,0,632
1022,0,9439,5,5,912,1,0,2,6,0,160
1023,1,3182,7,5,1346,2,0,2,7,1,437
1024,1,15498,8,6,1565,2,0,2,10,1,665
1025,0,7700,5,5,882,1,0,3,5,0,461
1026,1,9300,5,5,1268,1,0,3,6,2,461
1027,1,9520,8,5,1638,2,0,3,7,1,800
1028,0,9492,5,5,768,1,0,3,6,1,240
1029,0,1680,6,7,672,1,1,3,7,0,264
1030,0,7082,5,8,686,2,0,5,10,0,0
1031,1,15863,7,3,824,2,1,5,12,2,672
1032,1,14541,8,7,1338,2,1,5,10,1,796
1033,1,8125,7,5,1654,2,0,3,6,0,900
1034,0,6305,5,7,920,1,0,2,5,1,240
1035,0,11500,4,3,0,1,0,3,5,0,290
1036,1,12898,9,5,1620,2,0,2,6,1,912
1037,1,9240,8,5,1055,2,1,3,7,1,905
1038,0,1533,4,6,546,1,1,3,6,1,0
1039,0,1477,4,4,630,1,0,1,3,0,286
1040,0,13125,5,4,1134,2,0,3,8,1,484
1041,1,9130,6,8,800,1,1,4,7,0,484
1042,1,5381,6,5,1306,2,0,1,5,1,624
1043,1,11839,7,5,1475,2,1,4,10,1,514
1044,1,9600,8,5,2524,2,1,4,9,1,542
1045,0,13680,3,5,0,2,0,4,8,1,452
1046,1,16056,9,5,1992,3,1,4,11,1,716
1047,0,9245,5,5,990,1,0,3,5,0,672
1048,0,21750,5,4,0,1,0,3,9,1,336
1049,0,11100,4,7,0,1,0,2,6,0,308
1050,1,8993,7,5,1302,2,0,3,6,0,436
1051,1,11175,7,5,1316,2,0,3,6,1,440
1052,1,9500,6,6,816,1,1,4,9,1,540
1053,0,8562,5,6,1216,1,0,4,7,1,364
1054,1,11367,8,5,1065,2,1,3,7,1,586
1055,1,11361,6,5,1193,2,0,3,7,1,478
1056,1,7052,7,5,1364,2,0,2,6,1,484
1057,1,29959,7,6,973,2,1,3,7,1,467
1058,1,11308,9,5,1104,2,1,3,10,1,836
1059,1,11275,6,7,854,1,1,3,7,1,432
1060,1,4920,8,5,1338,2,0,2,6,0,582
1061,0,18000,3,4,894,1,0,2,6,0,1248
1062,0,13600,5,5,662,2,0,5,10,0,560
1063,0,6000,6,6,1103,1,0,2,5,1,440
1064,0,11000,5,6,1154,1,1,3,6,1,480
1065,1,14000,7,5,1306,2,1,3,7,0,533
1066,1,7837,6,7,799,2,1,3,7,1,380
1067,1,9760,6,6,780,1,1,4,7,0,442
1068,0,3964,6,4,942,2,1,5,10,1,576
1069,0,9600,5,7,845,1,0,2,4,0,576
1070,0,10152,5,5,1048,1,0,3,6,0,286
1071,0,11700,6,6,727,1,1,4,8,0,441
1072,0,7585,5,3,810,1,0,4,7,1,280
1073,0,7950,6,6,690,1,1,3,6,0,440
1074,1,8556,7,5,1240,2,0,2,5,0,826
1075,1,13125,7,6,800,1,1,3,6,2,240
1076,1,10800,5,8,796,2,0,3,7,1,566
1077,0,15870,5,5,1096,1,0,3,6,0,299
1078,0,4435,6,5,848,1,0,1,3,1,420
1079,0,8775,5,5,990,1,0,3,5,0,299
1080,0,11040,6,7,1258,2,0,3,5,0,528
1081,0,7500,5,5,1040,1,1,3,5,0,308
1082,1,8749,7,5,1459,2,0,3,6,1,527
1083,0,8800,6,6,1251,1,0,3,6,2,461
1084,1,13031,6,5,691,2,1,3,6,1,409
1085,0,9069,6,6,936,1,0,2,5,0,564
1086,0,1974,4,5,546,1,1,3,6,0,286
1087,1,10574,8,5,1082,2,1,3,9,1,1043
1088,0,2522,7,5,970,2,0,3,7,0,380
1089,1,3316,8,5,1247,1,1,1,4,1,550
1090,0,8544,3,4,0,2,0,2,6,0,400
1091,0,2160,7,5,600,2,1,2,4,0,462
1092,0,8400,6,5,1181,2,0,4,7,1,576
1093,0,9230,5,8,864,1,1,1,6,0,884
1094,0,5868,5,7,936,1,0,2,4,0,308
1095,1,9317,6,5,1314,2,0,3,6,1,440
1096,0,6882,6,7,684,1,1,3,7,0,0
1097,1,3696,8,5,1074,1,1,2,5,0,461
1098,0,6000,4,6,672,1,0,3,6,0,240
1099,0,11880,7,5,1271,2,0,3,7,1,478
1100,0,8400,2,5,290,1,0,1,3,0,246
1101,0,9758,5,5,950,1,0,3,5,0,280
1102,0,7000,5,7,1010,1,0,2,6,0,254
1103,0,8910,6,6,655,1,0,3,6,1,539
1104,0,2016,5,5,630,2,1,3,6,0,440
1105,1,12256,8,5,1463,2,1,3,9,2,712
1106,1,10357,7,5,910,2,0,3,6,1,719
1107,1,23257,7,5,868,2,1,3,9,1,422
1108,1,8063,6,5,924,2,1,3,7,1,463
1109,1,11362,8,5,1836,2,0,3,7,1,862
1110,1,8000,6,5,773,2,1,3,8,1,431
1111,1,10480,7,6,803,2,1,4,8,1,483
1112,0,7100,5,7,816,1,0,2,5,0,308
1113,0,8923,5,7,1008,1,0,2,6,0,240
1114,0,5400,5,7,833,1,0,2,4,0,326
1115,1,12085,8,5,1734,2,0,3,7,1,928
1116,1,7750,8,5,408,2,1,3,7,1,527
1117,0,9764,5,7,894,1,0,3,5,0,450
1118,0,13825,5,6,533,1,0,3,6,0,300
1119,0,7560,5,5,1040,1,0,3,6,0,286
1120,0,8263,6,5,1012,1,0,2,6,1,308
1121,1,10084,7,5,1552,2,0,3,7,0,782
1122,0,8926,4,3,672,1,0,3,5,0,288
1123,0,9405,5,9,698,1,0,2,4,0,0
1124,1,9125,7,5,384,2,1,3,7,1,392
1125,0,10434,4,5,1005,1,0,2,5,1,672
1126,1,3684,7,5,1373,2,0,2,7,1,660
1127,1,14572,7,5,1530,2,0,3,7,1,630
1128,1,11796,7,5,847,2,1,4,8,1,434
1129,0,7200,5,5,936,1,0,2,4,0,672
1130,0,7804,4,3,1122,2,0,4,7,2,576
1131,0,10712,5,5,974,1,0,3,5,0,0
1132,0,9900,6,4,1008,2,0,5,8,0,205
1133,1,9828,8,5,1128,2,1,3,8,1,466
1134,1,8773,6,5,916,2,1,3,7,1,460
1135,0,6180,6,5,960,1,0,2,5,1,180
1136,0,9600,6,5,1032,1,0,3,6,0,288
1137,0,6342,5,8,780,1,0,2,6,0,0
1138,1,9819,6,5,1567,2,0,2,5,2,714
1139,0,8731,5,5,915,1,0,3,6,1,495
1140,0,7350,5,7,952,1,0,2,4,0,840
1141,1,10304,5,7,780,2,1,4,9,1,484
1142,1,9965,8,5,1466,3,0,4,11,1,1052
1143,0,9000,5,3,1006,1,0,3,5,0,0
1144,0,12180,4,4,672,1,0,2,5,0,280
1145,0,6240,5,6,1042,1,0,3,8,1,225
1146,1,11200,6,5,1298,2,0,3,5,1,403
1147,1,12000,7,7,704,1,1,3,7,1,234
1148,0,5700,7,7,572,1,0,2,5,1,288
1149,0,9000,7,9,650,1,0,3,7,0,324
1150,0,8280,6,5,932,1,0,2,4,1,306
1151,0,17755,5,4,1466,1,1,3,6,2,528
1152,1,14115,6,7,1073,1,0,2,6,1,470
1153,0,5890,6,8,816,1,0,2,5,0,432
1154,1,13700,7,6,864,1,2,4,8,2,492
1155,1,10768,5,8,1437,2,0,3,6,1,528
1156,1,9350,5,8,1219,2,0,3,6,1,502
1157,1,5001,7,5,1314,2,0,2,6,1,626
1158,1,11932,8,5,1580,2,0,3,7,0,830
1159,1,9120,6,6,901,2,1,4,8,1,540
1160,0,2280,6,5,855,2,1,3,7,1,440
1161,1,14778,6,7,1296,1,0,3,7,1,924
1162,0,8724,5,5,894,1,0,3,5,1,450
1163,0,12900,4,4,1198,0,2,0,6,0,400
1164,1,16157,5,7,1360,1,1,2,5,1,588
1165,1,9541,7,5,1502,2,0,3,7,0,644
1166,1,10475,8,5,1694,2,0,3,7,0,776
1167,1,10852,6,5,959,2,1,3,7,1,472
1168,1,13728,6,7,1127,2,0,4,7,2,540
1169,1,35760,10,5,1930,3,1,4,10,1,807
1170,1,9880,6,6,1096,1,0,3,6,1,358
1171,0,9120,6,6,1261,1,0,3,6,1,433
1172,1,4017,7,5,625,2,1,2,5,0,625
1173,1,18030,5,6,1598,3,0,3,12,1,0
1174,1,16560,6,8,952,2,1,4,9,1,360
1175,1,10678,8,5,1683,2,1,4,9,1,541
1176,0,6951,5,5,876,1,0,3,5,0,264
1177,0,3950,6,8,818,1,0,3,5,0,210
1178,0,7681,5,6,731,1,1,3,7,1,186
1179,0,8335,5,5,0,1,0,3,5,1,0
1180,1,11170,7,5,1216,2,1,4,8,0,693
1181,1,5587,8,5,1600,2,0,2,5,1,482
1182,1,15623,10,5,2396,3,1,4,10,2,813
1183,0,10800,5,6,1120,1,0,2,5,1,720
1184,1,35133,5,4,1572,1,1,3,5,2,995
1185,0,9738,5,7,784,1,0,4,7,0,392
1186,0,10615,3,5,978,2,0,3,7,0,420
1187,1,12461,8,5,1624,2,0,2,5,1,757
1188,1,8935,7,5,831,2,1,3,7,0,493
1189,1,7500,7,5,994,2,1,3,7,1,442
1190,1,32463,4,4,1249,1,0,3,7,1,1356
1191,1,2645,8,5,776,2,1,2,5,0,492
1192,0,9600,5,8,702,1,0,3,6,0,250
1193,1,4500,6,5,1224,2,0,2,5,0,402
1194,0,9364,6,7,663,1,1,4,7,0,299
1195,1,8029,6,5,728,2,1,3,8,0,400
1196,1,14054,7,5,879,2,1,4,9,1,660
1197,0,8850,7,6,815,1,0,3,7,1,225
1198,1,9100,7,5,1212,2,0,3,6,0,573
1199,0,11235,4,5,1051,1,1,3,6,1,459
1200,0,9353,4,5,864,1,0,3,5,0,280
1201,1,10400,7,5,866,2,1,3,6,0,546
1202,0,6000,5,8,884,1,0,3,5,1,216
1203,1,9750,7,5,1630,2,0,3,6,1,451
1204,0,10140,5,6,1056,1,1,3,6,0,495
1205,1,14684,7,7,2158,2,0,3,7,1,701
1206,0,8900,4,4,1056,1,0,2,5,0,384
1207,1,9135,6,5,1682,2,0,3,7,0,544
1208,0,7763,5,7,931,1,0,3,6,0,506
1209,1,10182,8,5,1660,2,0,3,8,1,500
1210,1,11218,6,5,1055,2,1,3,8,1,462
1211,1,12134,8,7,559,2,0,4,8,0,492
1212,0,9340,4,6,672,1,0,2,4,0,234
1213,0,10246,4,9,648,0,0,0,3,0,364
1214,0,10205,5,5,925,1,0,3,6,0,300
1215,0,7094,5,5,894,1,0,3,5,0,384
1216,0,8930,6,5,0,2,0,4,8,0,539
1217,1,8640,8,5,1300,2,0,3,6,0,552
1218,0,6240,4,5,0,1,0,2,3,0,0
1219,0,1680,6,5,672,1,1,3,7,0,0
1220,0,7800,5,5,912,1,0,2,5,0,288
1221,0,8250,5,5,952,1,0,3,5,1,322
1222,0,10496,6,6,1040,2,0,3,7,1,315
1223,0,10680,5,3,2136,2,0,4,7,0,528
1224,1,15384,7,5,788,2,1,3,8,1,388
1225,0,10482,6,8,588,1,0,3,6,0,264
1226,1,14598,6,5,894,2,1,4,9,1,668
1227,0,8872,5,8,912,1,0,2,5,0,576
1228,1,8769,9,5,1702,1,1,1,7,1,1052
1229,0,7910,5,5,1075,2,0,4,7,0,404
1230,1,18890,5,5,1361,2,2,4,12,1,600
1231,0,7728,5,6,1106,1,0,3,6,0,540
1232,0,9842,4,5,0,2,0,2,6,0,462
1233,0,12160,5,5,1188,1,0,3,6,0,531
1234,0,8525,5,6,940,1,1,4,7,0,0
1235,0,13132,5,5,747,1,1,4,9,0,180
1236,1,2628,7,5,764,2,1,2,6,0,474
1237,1,12393,7,5,847,2,1,4,8,1,434
1238,0,13072,6,5,1141,1,1,3,6,0,484
1239,1,9037,8,5,1476,2,0,2,6,1,472
1240,1,8158,7,5,884,2,1,3,8,0,543
1241,1,9849,7,6,1689,2,0,3,7,0,954
1242,1,10625,7,6,1053,2,0,3,6,2,528
1243,1,13891,10,5,2076,2,1,2,7,1,850
1244,1,11435,8,7,792,1,0,3,7,2,400
1245,1,12090,6,7,585,3,1,3,7,1,477
1246,1,8125,7,5,756,2,1,3,6,0,615
1247,1,12328,6,5,1012,1,0,3,6,0,888
1248,0,9600,6,5,735,1,1,3,8,1,396
1249,0,7200,5,7,876,1,0,3,6,0,276
1250,1,11160,7,5,2110,2,1,3,8,2,522
1251,1,3136,7,5,1405,2,0,2,6,1,478
1252,0,9858,5,6,864,1,0,3,5,0,288
1253,1,17542,7,7,1192,2,1,3,9,2,518
1254,1,6931,7,5,746,2,1,3,7,1,397
1255,0,6240,6,6,884,1,0,3,6,1,560
1256,1,14303,8,5,1986,2,0,2,7,1,691
1257,0,4060,5,8,864,1,0,2,4,0,0
1258,1,9587,7,5,856,2,0,2,5,0,400
1259,0,9750,6,8,1054,1,1,3,6,0,460
1260,1,24682,6,5,841,2,1,3,7,1,502
1261,0,9600,5,6,1050,1,0,2,5,0,338
1262,0,11250,4,5,1104,1,0,5,8,2,304
1263,1,13515,6,6,764,1,0,3,8,1,520
1264,1,4060,6,5,1405,2,0,2,5,0,511
1265,1,3735,7,5,691,2,1,3,6,0,506
1266,0,10120,7,4,925,1,1,4,9,1,308
1267,1,13214,9,5,2002,2,0,3,10,1,746
1268,1,14100,8,9,728,3,1,4,11,2,1014
1269,0,11344,5,5,874,1,1,3,7,0,315
1270,1,23595,7,6,1332,0,1,0,4,1,586
1271,1,9156,6,7,1489,2,0,3,7,1,462
1272,0,13526,5,6,935,1,0,3,5,0,288
1273,1,11512,6,7,1019,1,0,2,5,1,312
1274,0,5362,5,6,661,2,0,3,8,1,552
1275,0,11345,5,5,928,2,0,4,10,0,400
1276,0,12936,6,6,723,1,1,3,6,1,497
1277,1,17871,6,5,1680,1,1,3,7,1,480
1278,1,9473,8,5,1128,2,1,3,7,1,577
1279,0,7500,4,4,698,1,0,2,6,0,528
1280,1,9808,7,5,1573,2,0,3,6,0,544
1281,1,8049,7,5,1309,2,0,2,6,1,484
1282,0,8800,5,7,1040,2,0,3,5,0,484
1283,0,9400,6,5,912,2,2,4,8,0,0
1284,1,9638,6,7,804,2,0,4,10,1,336
1285,0,6000,6,6,780,1,0,4,6,1,280
1286,0,9790,6,5,1328,1,1,3,6,2,528
1287,1,36500,5,5,1624,2,0,4,7,0,390
1288,1,5664,8,5,1501,2,0,2,5,1,499
1289,1,11065,8,5,1085,2,1,3,8,1,753
1290,1,14112,5,7,1152,1,0,3,6,1,484
1291,0,1680,5,7,630,2,1,3,6,0,264
1292,0,6600,5,4,994,2,0,4,11,0,432
1293,0,10140,7,5,832,2,1,4,8,1,528
1294,0,8172,5,7,864,1,0,2,5,0,572
1295,0,8400,5,5,1052,1,1,3,5,0,288
1296,0,8700,5,6,1120,2,0,3,6,0,525
1297,0,3675,6,5,547,2,0,2,5,0,525
1298,0,63887,10,5,6110,2,1,3,12,3,1418
1299,0,7500,5,7,1246,1,1,3,6,0,305
1300,1,10762,7,5,978,2,1,3,9,1,490
1301,1,7500,6,7,771,1,0,3,7,2,213
1302,1,10120,8,5,1165,2,1,4,8,1,844
1303,1,8688,7,5,1616,2,0,3,7,0,834
1304,0,3363,7,5,976,2,0,3,7,0,380
1305,1,13173,9,5,1652,2,0,2,6,2,840
1306,1,6955,7,5,1368,2,0,2,6,1,474
1307,0,8072,5,5,990,1,0,3,5,0,480
1308,0,12000,5,7,924,1,0,2,6,0,528
1309,1,7153,6,5,1278,2,0,3,6,0,496
1310,1,17500,7,8,1902,2,0,3,7,2,567
1311,1,8814,7,5,1274,2,0,3,6,0,508
1312,1,9572,8,5,1453,2,1,4,9,1,750
1313,1,14774,9,5,1393,2,1,4,10,1,779
1314,0,8190,4,6,948,1,0,3,5,1,280
1315,1,11075,6,5,952,2,1,4,9,2,576
1316,1,10226,8,5,1622,2,0,3,8,1,860
1317,1,4230,7,5,1352,2,0,2,5,1,466
1318,1,14781,8,5,1753,2,0,3,7,1,748
1319,0,10215,4,5,864,1,0,3,5,0,248
1320,0,8400,6,3,1478,1,1,3,6,2,442
1321,0,6627,3,6,0,1,0,2,4,0,287
1322,1,10186,7,5,750,2,1,3,8,1,564
1323,0,5330,4,7,420,1,0,2,5,0,0
1324,0,9986,8,5,1795,2,0,2,7,1,895
1325,0,3636,4,4,796,1,0,2,5,0,0
1326,0,4270,3,6,544,1,0,3,6,0,0
1327,0,6600,5,9,816,1,0,3,5,1,264
1328,1,10440,6,7,1510,2,0,5,8,2,520
1329,1,9084,7,5,935,2,1,3,8,1,462
1330,1,10000,8,5,1588,2,0,3,7,1,825
1331,0,10780,5,5,911,1,0,3,6,0,576
1332,0,8877,4,6,816,1,0,2,3,1,288
1333,0,7200,5,6,803,1,1,2,6,0,297
1334,0,2368,5,6,765,1,1,3,7,0,440
1335,1,9650,6,5,1350,2,0,2,6,1,630
1336,0,9246,5,5,1656,2,0,4,8,0,506
1337,0,4118,4,4,693,1,0,2,4,0,0
1338,1,13450,7,5,916,2,1,3,8,0,492
1339,0,9560,5,7,864,1,0,3,5,0,288
1340,0,8294,4,5,858,1,0,3,5,0,480
1341,0,13695,6,5,1114,1,0,3,6,0,576
1342,1,9375,8,5,1284,2,1,3,7,1,647
1343,1,7558,6,6,896,1,1,3,9,1,342
1344,0,11103,7,5,728,2,1,3,8,1,440
1345,0,6000,4,4,960,1,0,2,5,0,308
1346,1,20781,7,7,1568,2,0,3,9,1,508
1347,1,15306,8,5,1732,2,0,3,7,1,712
1348,1,16196,7,5,1482,2,0,3,5,1,514
1349,0,5250,8,5,684,2,0,4,8,0,0
1350,1,11643,5,5,1248,2,2,6,12,0,968
1351,1,9247,6,6,858,1,1,4,8,1,490
1352,0,6000,6,9,698,1,0,2,4,0,624
1353,1,14720,8,5,2033,2,1,4,9,1,666
1354,1,10316,7,5,992,2,1,3,7,1,839
1355,1,10192,7,6,570,3,0,4,8,1,487
1356,0,9477,5,5,864,1,0,3,5,0,264
1357,0,12537,5,6,1078,1,1,3,6,1,500
1358,1,2117,6,5,756,2,1,3,5,0,440
1359,1,16737,9,5,1980,2,0,3,8,1,770
1360,1,9842,5,6,612,3,1,4,8,0,621
1361,1,16158,7,5,1530,2,0,3,7,1,430
1362,0,12513,4,4,715,2,0,4,7,1,368
1363,0,8499,6,5,616,2,1,3,6,1,432
1364,0,3180,7,5,600,2,1,2,4,0,480
1365,1,7500,7,5,814,2,1,3,7,0,663
1366,1,9179,7,5,873,2,1,3,7,0,588
1367,0,2665,5,6,757,2,0,4,6,1,336
1368,0,4435,6,5,848,1,0,1,4,0,420
1369,1,10635,8,5,1657,2,0,3,8,1,502
1370,0,5400,4,6,840,1,0,2,6,0,338
1371,1,9600,6,6,992,1,0,3,8,1,377
1372,1,9750,7,6,1108,2,1,3,8,1,583
1373,1,11400,10,5,2633,2,1,2,8,2,804
1374,1,10625,7,5,1026,2,1,3,9,1,936
1375,1,10991,8,5,1571,2,0,3,7,1,722
1376,0,6292,6,5,768,1,0,2,4,0,160
1377,0,10998,5,5,984,2,0,3,6,0,660
1378,0,1953,6,5,483,1,1,2,5,0,264
1379,1,9735,5,5,384,2,1,3,7,0,400
1380,0,8212,3,3,864,1,0,2,5,0,200
1381,1,12925,6,7,1205,2,1,4,7,2,550
1382,0,7200,7,7,596,1,1,4,8,0,576
1383,0,25339,5,7,816,2,0,3,7,0,576
1384,0,9060,6,5,560,1,0,2,6,0,280
1385,0,5436,4,8,796,1,0,3,7,0,240
1386,1,16692,7,5,1392,3,1,5,12,2,564
1387,0,8520,6,7,714,2,0,5,10,1,216
1388,1,14892,9,5,1746,2,0,3,7,2,758
1389,0,6000,6,6,735,1,0,3,6,1,440
1390,1,9100,7,5,1525,2,0,3,6,0,541
1391,0,8944,5,5,1584,2,0,4,8,0,792
1392,0,7838,5,5,864,1,0,3,6,1,288
1393,0,10800,6,7,482,2,0,3,7,1,672
1394,1,4045,7,5,1356,2,0,2,6,1,648
1395,1,12665,8,5,1094,2,1,4,9,1,642
1396,0,57200,5,5,747,1,0,3,7,2,572
1397,0,6120,5,8,939,1,1,4,8,0,180
1398,0,7200,5,4,1208,1,1,3,7,0,240
1399,0,6171,6,6,976,2,1,3,7,1,216
1400,0,6000,6,7,862,1,0,3,5,1,208
1401,1,7415,6,5,839,2,1,3,8,1,398
1402,1,6762,7,5,1286,2,0,2,6,1,662
1403,1,15256,8,5,1485,2,0,3,6,0,754
1404,0,10410,3,4,672,1,0,3,6,0,936
1405,1,3842,8,5,1594,2,0,2,5,1,482
1406,0,8445,5,7,768,1,0,2,5,0,396
1407,0,8780,5,5,833,1,0,3,5,0,0
1408,0,7740,4,7,622,1,0,3,6,0,528
1409,1,20544,7,6,791,2,1,3,7,1,542
1410,1,12420,7,5,944,2,1,3,6,0,622
1411,0,9600,6,8,856,1,1,3,6,0,271
1412,0,7200,4,5,0,2,0,2,6,0,420
1413,1,10994,8,5,1844,2,0,2,7,1,620
1414,1,13053,6,7,833,1,1,4,8,1,370
1415,1,3635,7,5,1386,2,0,1,7,1,660
1416,0,11340,4,6,777,2,0,4,11,0,560
1417,1,16545,8,5,1284,2,1,3,7,1,1069
1418,0,9204,5,5,1144,1,1,3,6,0,336
1419,1,16381,6,5,1844,2,0,3,7,1,540
1420,1,11700,6,6,708,2,1,3,7,1,776
1421,0,4043,6,5,1069,2,0,2,4,1,440
1422,0,4435,6,5,848,1,0,1,3,0,420
1423,1,19690,6,7,697,2,0,4,8,1,432
1424,0,9503,5,5,1024,1,0,2,6,1,484
1425,0,10721,6,6,1252,1,0,3,7,0,528
1426,1,10944,7,5,1223,2,1,3,5,2,525
1427,0,10930,5,6,913,1,1,3,6,1,288
1428,0,7200,5,7,788,1,0,2,4,2,240
1429,1,12546,6,7,1440,2,0,3,7,1,467
1430,1,21930,5,5,732,2,1,4,7,1,372
1431,0,4928,6,6,958,2,0,2,5,0,440
1432,0,10800,4,6,656,2,0,4,5,0,216
1433,1,10261,6,5,936,2,1,3,8,1,451
1434,0,17400,5,5,1126,2,0,3,5,1,484
1435,1,8400,6,9,1319,1,1,3,7,1,462
1436,0,9000,4,6,864,1,0,3,5,0,528
1437,1,12444,8,5,1932,2,0,2,7,1,774
1438,0,7407,6,7,912,1,0,2,6,0,923
1439,1,11584,7,6,539,2,1,3,6,1,550
1440,1,11526,6,7,588,2,0,3,11,1,672
1441,0,4426,6,5,848,1,0,1,3,1,420
1442,1,11003,10,5,1017,2,1,3,10,1,812
1443,0,8854,6,6,952,1,0,2,4,1,192
1444,1,8500,7,5,1422,2,0,3,7,0,626
1445,0,8400,6,5,814,1,0,3,6,0,240
1446,0,26142,5,7,1188,1,0,3,6,0,312
1447,1,10000,8,5,1220,2,1,3,8,1,556
1448,0,11767,4,7,560,1,1,2,6,0,384
1449,0,1533,5,7,630,1,0,1,3,0,0
1450,0,9000,5,5,896,2,2,4,8,0,0
1451,1,9262,8,5,1573,2,0,3,7,1,840
1452,0,3675,5,5,547,1,0,2,5,0,525
1453,0,17217,5,5,1140,1,0,3,6,0,0
1454,1,7500,7,5,1221,2,0,2,6,0,400
1455,1,7917,6,5,953,2,1,3,7,1,460
1456,1,13175,6,6,1542,2,0,3,7,2,500
1457,1,9042,7,9,1152,2,0,4,9,2,252
1458,0,9717,5,6,1078,1,0,2,5,0,240
1459,0,9937,5,6,1256,1,1,3,6,0,276
